Order ID,Customer ID,Employee ID,Required Model Type,Required Accuracy,Order Date,Completion Date,Model ID,Price
S230082,c0059,e00001,NB,75.31,2023/12/06,2023/12/15,m0029,586
S230977,c0031,e00007,NN,57.34,2023/07/21,2023/08/19,m0065,554
S231287,c0059,e00017,NN,71.94,2023/08/19,2023/10/01,m0043,635
S220068,c0063,e00009,NB,55.89,2022/05/23,2022/06/09,m0040,314
S220554,c0064,e00014,LR,60.39,2022/05/06,2022/10/01,m0053,363
S231138,c0042,e00008,NN,59.04,2023/01/05,2023/12/23,m0081,605
S220142,c0014,e00014,NN,69.47,2022/01/01,2022/03/31,m0023,392
S210629,c0031,e00017,kNN,62.79,2021/03/28,2021/11/16,m0049,189
S230110,c0014,e00014,NN,55.73,2023/10/22,2023/10/23,m0016,429
S231274,c0016,e00016,SVM,67.14,2023/03/13,2023/03/28,m0048,670
S210611,c0069,e00007,NN,65.22,2021/09/08,2021/11/23,m0073,257
S230868,c0033,e00010,NB,60.9,2023/10/18,2023/10/22,m0015,593
S210718,c0025,e00016,LR,71.27,2021/12/23,2021/12/27,m0053,293
S220115,c0016,e00016,SVM,56.96,2022/09/04,2022/11/30,m0056,396
S231082,c0063,e00001,DT,58.58,2023/04/25,2023/06/14,m0054,637
S210693,c0046,e00021,LR,76.28,2021/06/28,2021/07/27,m0030,139
S231312,c0016,e00016,SVM,58.49,2023/06/06,2023/07/02,m0071,660
S220218,c0041,e00002,kNN,68.91,2022/05/27,2022/06/19,m0042,383
S221025,c0015,e00022,LR,67.15,2022/11/02,2022/11/20,m0075,308
S220882,c0001,e00015,NN,51.83,2022/05/03,2022/09/06,m0043,246
S230415,c0027,e00007,RF,58.09,2023/08/08,2023/09/23,m0039,543
S210010,c0034,e00019,NB,73.82,2021/12/12,2021/12/12,m0067,191
S210159,c0046,e00007,DT,66.95,2021/01/09,2021/10/23,m0054,290
S230849,c0063,e00005,NN,53.21,2023/04/18,2023/06/24,m0050,511
S210507,c0049,e00008,NB,72.75,2021/11/06,2021/12/20,m0052,137
S230477,c0027,e00020,SVM,64.93,2023/10/05,2023/12/31,m0021,512
S230898,c0004,e00013,NN,62.89,2023/07/23,2023/08/16,m0081,684
S230808,c0014,e00014,NN,72.73,2023/01/27,2023/10/14,m0081,567
S231339,c0016,e00008,kNN,57.42,2023/03/15,2023/09/22,m0042,423
S230277,c0022,e00014,logR,76.25,2023/03/08,2023/06/01,m0059,618
S210371,c0051,e00012,DT,52.66,2021/10/10,2021/10/27,m0046,244
S220440,c0014,e00013,LR,71.49,2022/08/11,2022/09/23,m0053,283
S230810,c0024,e00008,NN,64.44,2023/08/16,2023/10/19,m0081,675
S230656,c0065,e00003,NN,59.1,2023/07/26,2023/10/08,m0050,424
S210526,c0052,e00014,DT,59.98,2021/01/23,2021/04/30,m0054,273
S230481,c0014,e00014,NN,67.58,2023/07/05,2023/12/16,m0002,494
S210211,c0038,e00013,NB,70.79,2021/10/27,2021/11/05,m0052,102
S230290,c0068,e00018,LR,63.36,2023/08/17,2023/11/21,m0053,465
S220147,c0067,e00011,logR,53.58,2022/07/18,2022/12/27,m0074,299
S210416,c0057,e00010,NB,63.63,2021/12/06,2021/12/14,m0029,272
S231431,c0030,e00014,NN,58.16,2023/02/01,2023/10/19,m0008,466
S230257,c0014,e00014,NN,64.49,2023/10/20,2023/11/07,m0043,499
S220455,c0014,e00014,NN,57.43,2022/07/05,2022/11/19,m0065,326
S231360,c0050,e00003,NN,57.94,2023/07/07,2023/10/30,m0023,449
S210055,c0054,e00022,DT,73.67,2021/01/11,2021/01/25,m0011,284
S230384,c0064,e00003,NN,50.34,2023/08/13,2023/11/07,m0050,602
S220879,c0050,e00021,NN,56.67,2022/12/28,2022/12/30,m0043,348
S210177,c0039,e00005,LR,68.6,2021/08/06,2021/11/10,m0045,105
S220283,c0049,e00020,logR,52.99,2022/04/22,2022/05/22,m0051,443
S210822,c0016,e00004,logR,69.21,2021/11/27,2021/12/24,m0007,227
S220510,c0052,e00001,LR,51.71,2022/07/02,2022/10/31,m0009,214
S210396,c0052,e00019,NB,71.75,2021/03/23,2021/06/09,m0067,169
S210475,c0014,e00014,NN,60.36,2021/04/16,2021/07/28,m0065,172
S220405,c0028,e00013,SVM,74.91,2022/04/03,2022/11/13,m0033,440
S230934,c0044,e00019,NN,53.78,2023/05/27,2023/06/06,m0035,438
S221050,c0062,e00018,NN,67.4,2022/09/23,2022/12/10,m0035,309
S210574,c0049,e00001,logR,62.6,2021/05/22,2021/10/03,m0044,104
S210019,c0003,e00020,SVM,77.75,2021/12/19,2021/12/25,m0033,275
S230264,c0014,e00014,NN,77.88,2023/04/02,2023/12/14,m0008,624
S210370,c0038,e00013,LR,65.81,2021/09/16,2021/09/27,m0060,238
S220865,c0028,e00019,NN,63.12,2022/02/21,2022/11/23,m0065,286
S231269,c0016,e00016,SVM,76.89,2023/06/07,2023/10/26,m0079,481
S220864,c0014,e00014,NN,77.58,2022/08/28,2022/12/07,m0058,316
S221082,c0031,e00017,LR,68.11,2022/08/24,2022/08/31,m0060,469
S210652,c0064,e00016,NB,55.53,2021/11/27,2021/12/03,m0052,256
S210110,c0066,e00015,kNN,50.86,2021/05/11,2021/10/04,m0019,248
S210022,c0043,e00010,LR,62.29,2021/04/24,2021/06/12,m0037,268
S220966,c0021,e00005,SVM,54.64,2022/03/07,2022/12/04,m0033,395
S210510,c0001,e00015,NB,56.76,2021/08/16,2021/12/26,m0078,200
S230762,c0016,e00016,SVM,59.51,2023/12/02,2023/12/16,m0021,676
S230241,c0026,e00014,NN,66.73,2023/07/15,2023/10/02,m0016,585
S210119,c0014,e00014,NN,63.8,2021/03/07,2021/10/27,m0065,153
S220266,c0001,e00011,kNN,62.38,2022/04/18,2022/09/07,m0024,211
S221094,c0024,e00011,DT,57.38,2022/02/04,2022/12/08,m0054,277
S230009,c0032,e00011,NN,66.74,2023/01/23,2023/05/17,m0016,441
S220694,c0071,e00020,SVM,58.54,2022/03/16,2022/08/18,m0048,316
S220569,c0056,e00001,SVM,71.54,2022/05/22,2022/12/29,m0012,434
S220376,c0020,e00020,RF,72.78,2022/07/02,2022/09/21,m0062,440
S231247,c0004,e00006,LR,63.84,2023/11/22,2023/12/16,m0060,457
S230281,c0049,e00017,logR,70.25,2023/01/12,2023/04/20,m0082,550
S230118,c0071,e00014,DT,61.57,2023/05/01,2023/05/08,m0061,689
S230249,c0020,e00020,RF,68.78,2023/03/29,2023/05/12,m0047,438
S220835,c0045,e00014,DT,71.54,2022/06/20,2022/12/04,m0054,272
S230092,c0014,e00014,NN,71.01,2023/09/08,2023/11/01,m0008,671
S210006,c0014,e00010,kNN,63.67,2021/10/06,2021/11/13,m0019,183
S230739,c0009,e00020,NN,72.16,2023/01/22,2023/07/16,m0065,593
S221045,c0025,e00018,kNN,63.03,2022/02/11,2022/06/20,m0024,259
S210233,c0071,e00021,DT,55.95,2021/08/01,2021/11/18,m0038,106
S230720,c0028,e00001,NN,76.59,2023/02/28,2023/07/16,m0008,505
S210825,c0020,e00016,logR,66.88,2021/08/17,2021/10/30,m0082,279
S220520,c0058,e00016,LR,56.43,2022/08/13,2022/12/08,m0017,235
S221043,c0020,e00020,RF,55.55,2022/03/12,2022/04/12,m0006,323
S230422,c0014,e00014,NN,51.53,2023/10/09,2023/11/28,m0035,590
S220933,c0005,e00008,NN,56.47,2022/10/18,2022/12/27,m0058,459
S230566,c0014,e00014,NN,58.88,2023/06/20,2023/08/21,m0016,549
S210695,c0072,e00003,LR,70.89,2021/03/13,2021/05/07,m0053,281
S210178,c0029,e00019,NN,55.92,2021/06/01,2021/12/31,m0043,164
S220896,c0020,e00020,RF,76.05,2022/11/09,2022/12/10,m0013,423
S231319,c0034,e00017,NB,66.61,2023/03/31,2023/08/16,m0052,698
S220754,c0020,e00020,RF,60.25,2022/12/13,2022/12/27,m0055,201
S220326,c0027,e00001,NN,56.03,2022/10/09,2022/11/09,m0035,278
S230388,c0057,e00003,NB,66.57,2023/09/14,2023/12/16,m0029,617
S230754,c0014,e00014,NN,54.95,2023/10/11,2023/11/02,m0035,672
S210511,c0034,e00005,DT,55.71,2021/07/08,2021/10/28,m0011,219
S230190,c0042,e00018,kNN,67.48,2023/11/28,2023/12/15,m0019,617
S231260,c0044,e00022,LR,74.21,2023/05/10,2023/09/08,m0030,561
S231239,c0072,e00017,NN,60.83,2023/03/21,2023/10/11,m0043,655
S220643,c0025,e00001,DT,63.18,2022/09/17,2022/12/02,m0018,363
S221022,c0039,e00007,DT,64.79,2022/12/02,2022/12/20,m0011,468
S230203,c0054,e00001,NN,76.05,2023/04/09,2023/09/28,m0081,475
S210032,c0012,e00006,NN,63.32,2021/01/04,2021/02/16,m0058,117
S210439,c0032,e00016,kNN,72.22,2021/02/08,2021/02/11,m0057,214
S210249,c0040,e00005,NN,55.79,2021/06/21,2021/11/06,m0073,161
S230244,c0014,e00014,NN,59.28,2023/03/10,2023/05/08,m0058,496
S210766,c0054,e00018,SVM,68.99,2021/12/27,2021/12/28,m0027,247
S230519,c0014,e00014,NN,76.92,2023/02/09,2023/04/29,m0035,630
S231036,c0019,e00022,logR,50.16,2023/05/18,2023/06/20,m0082,570
S220937,c0052,e00010,SVM,58.29,2022/08/14,2022/09/21,m0048,302
S210480,c0012,e00020,logR,73.7,2021/12/06,2021/12/23,m0051,190
S220417,c0048,e00009,NB,61.87,2022/02/22,2022/09/22,m0029,485
S220281,c0014,e00014,NN,60.73,2022/05/13,2022/10/22,m0023,277
S231266,c0014,e00014,NN,55.97,2023/11/25,2023/12/05,m0050,657
S220938,c0023,e00012,RF,55.25,2022/08/26,2022/12/06,m0001,397
S231199,c0008,e00004,NN,54.36,2023/01/17,2023/08/20,m0050,438
S210421,c0028,e00020,DT,61.71,2021/11/10,2021/12/20,m0038,146
S210344,c0030,e00020,LR,61.16,2021/03/01,2021/10/27,m0017,199
S220447,c0004,e00007,DT,57.45,2022/08/29,2022/09/23,m0005,260
S220501,c0041,e00011,LR,71.09,2022/03/24,2022/04/22,m0037,362
S210427,c0016,e00016,SVM,55.02,2021/11/10,2021/12/26,m0041,109
S210235,c0050,e00020,RF,77.01,2021/09/26,2021/11/24,m0032,146
S231243,c0024,e00009,NN,74.65,2023/07/02,2023/10/29,m0058,545
S220229,c0035,e00008,RF,69.34,2022/08/31,2022/10/13,m0062,320
S230765,c0038,e00002,NN,53.79,2023/11/27,2023/12/13,m0050,458
S220880,c0053,e00012,logR,76.23,2022/07/12,2022/10/21,m0082,233
S230610,c0045,e00004,kNN,54.44,2023/05/21,2023/12/17,m0034,692
S210140,c0039,e00002,NB,60.84,2021/02/27,2021/10/01,m0015,256
S210848,c0033,e00020,NN,74.44,2021/01/24,2021/03/31,m0050,151
S210658,c0003,e00007,DT,68.59,2021/04/03,2021/07/24,m0038,296
S210160,c0036,e00021,logR,53.21,2021/08/06,2021/11/03,m0014,165
S231361,c0004,e00012,kNN,63.28,2023/08/10,2023/12/11,m0010,517
S230704,c0022,e00014,NN,74.07,2023/11/10,2023/12/27,m0058,527
S231363,c0007,e00013,LR,52.14,2023/06/16,2023/07/21,m0009,636
S230269,c0056,e00008,SVM,50.14,2023/01/07,2023/11/13,m0033,598
S230031,c0066,e00013,NN,72.2,2023/04/18,2023/05/26,m0035,482
S220230,c0014,e00014,NN,64.96,2022/04/08,2022/12/28,m0081,406
S210645,c0038,e00001,logR,75.51,2021/04/07,2021/11/15,m0044,217
S220051,c0048,e00003,kNN,61.32,2022/02/27,2022/03/24,m0057,271
S210774,c0002,e00022,NN,65.39,2021/11/25,2021/12/26,m0081,148
S210228,c0007,e00010,logR,51.19,2021/07/23,2021/08/25,m0044,190
S220056,c0014,e00014,NN,64.27,2022/06/25,2022/08/12,m0008,262
S210657,c0026,e00018,NB,66.2,2021/02/05,2021/03/10,m0078,169
S230133,c0014,e00014,NN,51.95,2023/03/19,2023/08/25,m0023,631
S220623,c0042,e00015,NN,54.83,2022/07/19,2022/11/18,m0073,391
S230697,c0010,e00018,NB,50.04,2023/02/22,2023/04/24,m0067,411
S210139,c0068,e00007,DT,50.12,2021/02/14,2021/05/01,m0011,297
S220533,c0045,e00001,NB,72.08,2022/09/28,2022/11/19,m0015,345
S230510,c0043,e00010,NN,61.06,2023/09/11,2023/09/30,m0050,622
S230386,c0066,e00004,DT,77.93,2023/07/27,2023/10/12,m0054,535
S220165,c0044,e00001,RF,56.09,2022/03/29,2022/08/31,m0020,441
S220253,c0007,e00019,NB,73.1,2022/08/21,2022/11/16,m0067,368
S210288,c0020,e00020,RF,76.06,2021/12/24,2021/12/24,m0047,191
S210538,c0061,e00006,NB,64.95,2021/11/18,2021/12/18,m0078,243
S230436,c0014,e00014,NN,52.46,2023/12/05,2023/12/09,m0073,441
S210054,c0047,e00021,LR,71.88,2021/12/25,2021/12/29,m0009,255
S220090,c0014,e00014,NN,50.78,2022/07/05,2022/11/25,m0023,467
S231349,c0010,e00004,logR,50.96,2023/08/03,2023/09/25,m0051,634
S220529,c0020,e00017,kNN,50.43,2022/04/27,2022/05/23,m0004,398
S210506,c0008,e00006,kNN,74.63,2021/08/05,2021/11/03,m0057,189
S231343,c0014,e00014,NN,62.71,2023/10/22,2023/11/17,m0016,475
S231386,c0014,e00014,NN,76.41,2023/05/01,2023/11/19,m0023,485
S220711,c0005,e00010,RF,75.51,2022/03/08,2022/11/08,m0062,282
S220941,c0004,e00016,SVM,75.46,2022/02/15,2022/12/26,m0048,330
S230390,c0014,e00014,NN,56.31,2023/11/23,2023/11/28,m0081,551
S230287,c0069,e00008,NN,75.97,2023/08/31,2023/11/25,m0058,522
S230397,c0068,e00020,NN,76.79,2023/07/20,2023/10/20,m0058,596
S230562,c0014,e00014,NN,64.73,2023/08/13,2023/11/13,m0073,628
S220098,c0022,e00021,DT,59.88,2022/04/21,2022/11/27,m0046,304
S220321,c0028,e00016,RF,56.47,2022/10/16,2022/11/02,m0077,260
S210721,c0048,e00018,NB,60.06,2021/02/05,2021/08/25,m0029,218
S230944,c0014,e00014,NN,64.11,2023/08/20,2023/12/13,m0058,573
S231435,c0036,e00020,NB,51.96,2023/10/30,2023/12/21,m0067,480
S230706,c0062,e00003,NN,53.22,2023/09/12,2023/11/07,m0016,516
S220350,c0036,e00004,SVM,60.03,2022/11/22,2022/11/22,m0021,205
S220390,c0011,e00021,DT,60.15,2022/01/22,2022/09/27,m0061,292
S220975,c0063,e00018,RF,77.25,2022/05/31,2022/10/02,m0047,450
S221037,c0056,e00017,NN,55.35,2022/05/22,2022/07/02,m0050,269
S230398,c0014,e00014,NN,66.41,2023/03/07,2023/10/20,m0081,410
S230837,c0021,e00021,NN,61.14,2023/04/22,2023/07/22,m0065,464
S210623,c0016,e00016,SVM,50.35,2021/11/01,2021/12/23,m0056,193
S210382,c0050,e00021,RF,68.7,2021/05/12,2021/06/16,m0032,278
S230709,c0014,e00014,NN,57.51,2023/04/07,2023/08/15,m0081,483
S230079,c0014,e00014,NN,67.36,2023/01/11,2023/05/04,m0043,473
S231271,c0020,e00018,NN,76.76,2023/05/23,2023/06/06,m0023,540
S230801,c0020,e00005,NB,61.63,2023/09/12,2023/10/03,m0029,433
S220086,c0018,e00013,NN,68.92,2022/09/18,2022/10/18,m0016,433
S230591,c0037,e00022,NN,64.15,2023/08/01,2023/12/15,m0073,679
S220223,c0027,e00022,LR,74.28,2022/10/01,2022/10/07,m0075,363
S221046,c0037,e00012,LR,53.84,2022/12/07,2022/12/07,m0053,419
S221080,c0028,e00001,NN,52.02,2022/09/28,2022/11/09,m0035,252
S210048,c0070,e00001,kNN,53.5,2021/06/17,2021/10/12,m0042,253
S220215,c0031,e00006,NN,57.15,2022/02/15,2022/11/01,m0058,488
S210492,c0034,e00012,DT,60.23,2021/08/31,2021/12/05,m0026,181
S230373,c0014,e00014,NN,61.88,2023/06/24,2023/12/17,m0065,463
S230983,c0041,e00022,NN,62.18,2023/10/02,2023/10/22,m0002,475
S231383,c0069,e00006,NN,74.76,2023/04/30,2023/06/16,m0081,463
S210020,c0042,e00013,NN,56.42,2021/10/13,2021/12/16,m0008,194
S210842,c0068,e00012,DT,52.77,2021/04/30,2021/09/19,m0018,148
S230234,c0050,e00017,DT,64.2,2023/11/10,2023/12/30,m0011,578
S220524,c0039,e00006,DT,61.07,2022/08/10,2022/09/08,m0005,296
S220780,c0061,e00013,logR,73.12,2022/12/29,2022/12/31,m0014,202
S210447,c0048,e00016,LR,66.95,2021/05/27,2021/07/01,m0017,228
S230867,c0051,e00001,LR,73.17,2023/09/30,2023/11/23,m0045,593
S210735,c0051,e00016,RF,59.34,2021/03/21,2021/05/17,m0013,155
S210882,c0059,e00001,logR,68.21,2021/09/22,2021/10/28,m0059,125
S220723,c0035,e00003,NN,57.05,2022/01/07,2022/10/18,m0043,314
S230454,c0058,e00012,NN,70.19,2023/01/03,2023/03/08,m0043,631
S210778,c0048,e00002,SVM,52.7,2021/05/21,2021/07/24,m0063,143
S220719,c0014,e00014,NN,54.92,2022/06/22,2022/12/04,m0008,451
S220331,c0057,e00002,NN,71.93,2022/11/12,2022/12/02,m0043,404
S220175,c0005,e00012,NN,64.58,2022/08/12,2022/09/30,m0058,455
S220752,c0006,e00002,NN,70.41,2022/08/22,2022/12/13,m0002,223
S210789,c0065,e00008,NB,53.22,2021/03/01,2021/08/22,m0078,188
S220517,c0069,e00014,kNN,52.03,2022/07/22,2022/08/15,m0057,208
S230624,c0020,e00020,RF,58.24,2023/07/27,2023/10/14,m0006,641
S210820,c0027,e00003,logR,75.7,2021/07/29,2021/11/15,m0059,260
S230310,c0002,e00011,logR,68.32,2023/12/09,2023/12/11,m0044,592
S230071,c0072,e00004,NN,59.49,2023/08/06,2023/11/01,m0035,634
S220804,c0014,e00013,LR,59.31,2022/02/10,2022/11/14,m0037,392
S210792,c0060,e00002,NN,74.87,2021/07/02,2021/09/08,m0008,262
S230735,c0014,e00014,NN,51.1,2023/03/13,2023/10/21,m0081,484
S220358,c0033,e00015,NN,61.68,2022/12/17,2022/12/22,m0073,434
S220899,c0014,e00014,kNN,60.93,2022/11/22,2022/12/24,m0019,277
S210109,c0071,e00005,SVM,50.62,2021/05/16,2021/08/30,m0048,174
S230041,c0014,e00014,NN,72.12,2023/07/31,2023/12/17,m0065,663
S230580,c0058,e00006,NN,68.99,2023/05/09,2023/11/29,m0073,648
S230906,c0014,e00014,NN,76.5,2023/10/20,2023/11/14,m0065,680
S220208,c0067,e00001,LR,57.99,2022/03/14,2022/11/24,m0075,299
S230275,c0070,e00014,NN,65.73,2023/02/19,2023/09/04,m0081,672
S230332,c0014,e00014,NN,64.77,2023/10/02,2023/12/27,m0002,686
S231160,c0025,e00020,LR,75.42,2023/09/07,2023/11/10,m0060,531
S231090,c0037,e00015,NN,58.71,2023/05/20,2023/08/03,m0035,678
S210375,c0039,e00009,LR,65.89,2021/07/24,2021/11/14,m0037,249
S230592,c0023,e00018,NN,53.93,2023/12/12,2023/12/29,m0065,409
S221035,c0041,e00022,NN,61.41,2022/11/29,2022/12/16,m0023,280
S220456,c0014,e00014,NN,57.98,2022/09/15,2022/09/28,m0016,422
S220843,c0020,e00020,RF,58.44,2022/03/03,2022/11/11,m0006,297
S231073,c0032,e00005,DT,76.25,2023/08/12,2023/11/20,m0038,518
S230184,c0016,e00016,SVM,55.46,2023/01/25,2023/07/27,m0048,628
S231241,c0017,e00007,logR,73.77,2023/08/27,2023/11/19,m0074,638
S231245,c0070,e00009,NB,69.77,2023/04/16,2023/11/07,m0040,536
S220740,c0071,e00021,logR,67.95,2022/06/10,2022/09/03,m0028,276
S210241,c0002,e00009,SVM,63.9,2021/12/03,2021/12/05,m0048,202
S230463,c0021,e00009,logR,71.83,2023/08/25,2023/11/19,m0059,627
S210736,c0009,e00009,NN,71.38,2021/09/08,2021/12/21,m0043,107
S230920,c0052,e00015,NN,51.69,2023/05/13,2023/08/02,m0065,586
S210252,c0020,e00020,RF,60.2,2021/02/15,2021/02/15,m0055,144
S230893,c0019,e00006,SVM,74.05,2023/03/13,2023/04/17,m0012,431
S220506,c0014,e00014,NN,68.4,2022/11/14,2022/12/31,m0058,311
S230597,c0051,e00022,SVM,53.06,2023/01/25,2023/03/01,m0079,400
S230693,c0057,e00019,SVM,61.7,2023/05/03,2023/07/23,m0003,641
S220596,c0038,e00009,SVM,51.81,2022/02/03,2022/10/12,m0041,334
S220742,c0013,e00003,DT,58.49,2022/09/25,2022/10/16,m0069,281
S210084,c0055,e00021,DT,68.79,2021/06/06,2021/06/15,m0005,102
S220469,c0024,e00009,LR,53.69,2022/11/13,2022/12/06,m0060,314
S210803,c0005,e00018,DT,52.9,2021/01/10,2021/08/27,m0026,296
S230091,c0014,e00014,NN,51.14,2023/04/09,2023/11/02,m0081,493
S230786,c0014,e00014,NN,62.53,2023/12/28,2023/12/31,m0008,665
S220582,c0044,e00019,DT,56.87,2022/04/30,2022/12/24,m0018,334
S220915,c0020,e00020,RF,59.33,2022/10/17,2022/11/12,m0006,224
S220668,c0019,e00020,logR,56.91,2022/03/21,2022/08/11,m0059,410
S220715,c0063,e00022,NN,70.76,2022/08/26,2022/12/09,m0073,496
S210497,c0014,e00014,NN,68.69,2021/10/11,2021/11/14,m0008,255
S210040,c0071,e00003,NN,61.06,2021/12/07,2021/12/13,m0008,277
S221065,c0020,e00020,RF,69.2,2022/04/01,2022/08/18,m0013,288
S220206,c0041,e00018,NB,77.02,2022/06/23,2022/09/09,m0078,278
S221047,c0016,e00016,SVM,71.42,2022/07/17,2022/09/15,m0079,268
S220635,c0014,e00014,NN,71.58,2022/10/21,2022/11/22,m0050,489
S230177,c0048,e00003,NN,75.52,2023/02/08,2023/07/23,m0002,680
S220904,c0014,e00014,NN,70.83,2022/05/10,2022/06/04,m0043,481
S230306,c0014,e00014,NN,57.1,2023/07/20,2023/12/29,m0081,508
S230540,c0014,e00014,NN,54.69,2023/06/20,2023/12/16,m0035,573
S220035,c0053,e00012,logR,70.52,2022/01/19,2022/08/18,m0059,293
S231127,c0014,e00010,NN,55.8,2023/08/15,2023/10/30,m0065,423
S220555,c0043,e00020,NN,52.55,2022/05/26,2022/08/20,m0016,302
S210401,c0070,e00002,kNN,52,2021/12/01,2021/12/15,m0049,141
S210112,c0025,e00022,RF,67.76,2021/07/23,2021/12/02,m0055,100
S220523,c0067,e00006,NN,59.81,2022/10/28,2022/12/07,m0058,415
S230040,c0063,e00010,NN,67.76,2023/04/09,2023/04/25,m0043,561
S210003,c0014,e00014,NN,75.3,2021/06/26,2021/12/24,m0058,268
S230891,c0031,e00001,SVM,63.56,2023/07/21,2023/12/29,m0048,634
S220535,c0002,e00016,NN,64.03,2022/01/26,2022/06/29,m0008,428
S220680,c0031,e00018,kNN,51.24,2022/12/17,2022/12/23,m0024,445
S210508,c0054,e00002,LR,51.16,2021/01/14,2021/03/24,m0068,275
S220866,c0014,e00014,NN,51.97,2022/08/05,2022/11/26,m0002,202
S230880,c0030,e00001,NN,75.26,2023/11/08,2023/11/23,m0035,517
S210419,c0024,e00022,logR,54.89,2021/09/06,2021/11/30,m0036,153
S230254,c0064,e00008,LR,76.39,2023/08/03,2023/09/05,m0045,559
S210264,c0025,e00011,NB,62.34,2021/08/10,2021/12/16,m0015,232
S210595,c0030,e00019,LR,77.01,2021/07/01,2021/08/30,m0053,245
S230116,c0015,e00017,DT,50.6,2023/11/01,2023/12/01,m0011,689
S210664,c0070,e00006,RF,56.8,2021/03/31,2021/06/06,m0039,136
S220072,c0017,e00011,DT,75.89,2022/12/25,2022/12/25,m0026,466
S220803,c0016,e00015,NN,69.46,2022/02/19,2022/05/19,m0002,462
S220525,c0002,e00004,NN,73.46,2022/01/03,2022/07/27,m0065,313
S230439,c0066,e00005,NN,69.81,2023/04/11,2023/10/09,m0065,552
S210367,c0054,e00010,kNN,55.5,2021/01/27,2021/08/08,m0010,253
S230900,c0022,e00009,logR,57.36,2023/09/14,2023/12/29,m0082,477
S210351,c0023,e00009,DT,59.28,2021/10/17,2021/11/19,m0046,136
S221058,c0052,e00017,kNN,54.75,2022/11/05,2022/12/03,m0072,444
S230099,c0024,e00003,NN,70.53,2023/09/06,2023/12/26,m0035,552
S220750,c0052,e00020,NN,71.39,2022/03/11,2022/11/09,m0035,337
S210567,c0033,e00017,SVM,77.56,2021/09/05,2021/09/28,m0071,105
S220150,c0014,e00014,NN,67.2,2022/08/20,2022/11/18,m0050,310
S230154,c0044,e00014,LR,77.72,2023/05/23,2023/07/03,m0030,410
S220797,c0058,e00015,LR,75.21,2022/07/18,2022/11/17,m0030,362
S220511,c0027,e00020,NN,63.15,2022/10/03,2022/12/23,m0065,307
S230567,c0065,e00008,NN,67.14,2023/09/24,2023/11/27,m0008,516
S210282,c0022,e00006,logR,53.1,2021/03/27,2021/04/05,m0044,290
S220377,c0016,e00016,SVM,53.22,2022/03/28,2022/12/12,m0027,272
S231405,c0027,e00018,NN,54.2,2023/01/02,2023/04/26,m0008,455
S210056,c0050,e00017,LR,52.44,2021/11/19,2021/12/30,m0030,273
S231084,c0014,e00014,NN,54.49,2023/02/15,2023/09/10,m0035,550
S220910,c0014,e00014,NN,56.13,2022/12/13,2022/12/17,m0050,495
S210877,c0060,e00008,kNN,70.53,2021/06/16,2021/07/13,m0024,276
S220948,c0057,e00016,kNN,56.51,2022/10/27,2022/12/13,m0004,293
S220149,c0033,e00021,NN,53.28,2022/07/29,2022/11/05,m0081,277
S210145,c0014,e00022,NN,55.32,2021/10/11,2021/11/21,m0058,192
S230374,c0012,e00022,NN,68.17,2023/11/22,2023/12/01,m0002,692
S220561,c0014,e00014,NN,63.63,2022/03/21,2022/11/26,m0008,360
S220955,c0059,e00002,SVM,63.57,2022/02/19,2022/05/20,m0071,355
S220140,c0012,e00013,NB,59.48,2022/04/28,2022/07/04,m0052,483
S210772,c0028,e00001,SVM,76.33,2021/04/12,2021/10/09,m0063,238
S230218,c0072,e00016,NN,77.07,2023/12/09,2023/12/20,m0043,520
S220393,c0014,e00014,NN,65.65,2022/02/04,2022/12/11,m0002,304
S230928,c0011,e00015,LR,69.58,2023/02/11,2023/10/14,m0053,432
S230590,c0014,e00014,NN,69.95,2023/05/09,2023/06/19,m0043,486
S210265,c0038,e00007,NB,70.07,2021/09/09,2021/10/08,m0029,172
S221015,c0007,e00002,DT,55.72,2022/07/09,2022/11/27,m0038,463
S231157,c0023,e00015,NB,53.65,2023/03/01,2023/09/20,m0052,513
S230522,c0016,e00016,SVM,55.95,2023/05/27,2023/08/06,m0003,622
S230602,c0064,e00006,kNN,63.53,2023/04/26,2023/09/24,m0080,675
S220934,c0069,e00003,LR,60.7,2022/07/04,2022/08/30,m0075,356
S220663,c0065,e00020,LR,51.04,2022/01/05,2022/06/17,m0068,290
S230122,c0035,e00014,LR,59,2023/11/06,2023/11/29,m0045,672
S221087,c0053,e00021,NN,74.93,2022/03/18,2022/11/01,m0081,456
S220854,c0052,e00007,NB,67.5,2022/05/26,2022/09/25,m0040,335
S220114,c0020,e00020,RF,65.72,2022/07/08,2022/08/26,m0062,490
S230848,c0039,e00006,kNN,50.28,2023/12/05,2023/12/28,m0080,495
S220334,c0048,e00006,NB,69.88,2022/12/30,2022/12/31,m0015,299
S210575,c0026,e00019,logR,59.11,2021/03/02,2021/10/28,m0028,295
S230806,c0024,e00010,SVM,77.19,2023/10/27,2023/12/31,m0027,550
S230548,c0066,e00003,kNN,74.64,2023/12/16,2023/12/24,m0010,532
S220107,c0001,e00010,DT,76.48,2022/07/22,2022/11/18,m0076,342
S210320,c0047,e00011,logR,51.8,2021/02/11,2021/07/12,m0014,180
S231180,c0066,e00006,DT,65.26,2023/05/27,2023/10/02,m0076,662
S230619,c0014,e00014,NN,63.64,2023/07/19,2023/09/10,m0065,403
